,Contact_ID,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process
120,538484457542,2024-09-10,Won,Renewed,2024-10-06,2024-10-01,BACS,25.5,Accredited,Independent,Independent,0,4,4+,Band C1,2024-09-10 00:00:00.000,-26.0,Within 1 Month Prior to Renewal,Paid Early,919.0,919,1,1,process
121,538484460382,2024-09-10,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,26.5,Accredited,Anchored,1,1,5,4+,Band B,2024-10-07 04:00:54.743,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
122,538681660660,2024-09-11,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,24.0,In Progress,Independent,Independent,0,6,4+,Band B,2024-10-08 04:00:31.203,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
123,538681661134,2024-09-11,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,24.0,In Progress,Independent,Independent,0,6,4+,Band B,2024-10-08 04:00:31.203,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
124,538681691736,2024-09-11,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,23.5,Member Only,Anchored,2,2,3,3,Band A,2024-10-07 04:00:58.653,0.0,On Renewal Date,Paid on Time,504.0,504,1,1,process
125,538681732777,2024-09-11,Won,Application and Money In,2024-10-08,2024-10-01,CARD,24.5,Member Only,Anchored,3,3,4,4+,Band C1,2025-01-10 12:20:00.000,94.0,2-3 Months After Renewal,Paid Late,467.0,799,1,1,process
126,538681733442,2024-09-11,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,24.5,Accredited,Anchored,1,1,124,,Band C2,2024-10-07 04:00:51.807,0.0,On Renewal Date,Paid on Time,1069.0,1069,1,1,process
127,538681807233,2024-09-11,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,24.5,In Progress,Independent,Independent,0,10,4+,Band D,2024-10-08 04:00:26.350,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
128,538681879309,2024-09-11,Won,Renewed,2024-10-08,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,3,3,Band G,2024-10-08 15:49:00.000,0.0,On Renewal Date,Paid on Time,2439.0,2439,1,0,process
129,538681887591,2024-09-11,Won,Renewed,2024-10-08,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,3,3,Band B,2024-10-28 11:53:00.000,20.0,Within 1 Month After Renewal,Paid Late,499.0,599,1,0,process
130,538681942266,2024-09-11,Won,Renewed,2024-10-08,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,3,3,Band B,2024-10-11 04:00:35.887,3.0,Within 13 Days After Renewal,Paid Late,684.0,599,1,1,process
131,538681946546,2024-09-11,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,22.0,Member Only,Independent,Independent,0,2,2,Band D,2024-10-07 04:01:01.813,0.0,On Renewal Date,Paid on Time,1309.0,1309,1,1,process
132,538681964051,2024-09-11,Won,Renewed,2024-10-03,2024-10-01,WORLD PAY,22.5,Member Only,Independent,Independent,0,6,4+,Band D,2024-10-03 04:00:31.163,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
133,538681968704,2024-09-11,Lost,Do Not Work for Client,2024-10-08,2024-10-01,,25.0,In Progress,Anchored,1,1,4,4+,Band B,,,,,,599,1,0,process
134,538681974117,2024-09-11,Won,Renewed,2024-10-08,2024-10-01,CARD,23.5,In Progress,Independent,Independent,0,3,3,Band C2,2024-10-11 04:00:35.127,3.0,Within 13 Days After Renewal,Paid Late,1069.0,1069,1,1,process
135,538682057919,2024-09-11,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,25.0,In Progress,Anchored,1,1,4,4+,Band B,2024-10-08 16:41:12.913,1.0,Within 13 Days After Renewal,Paid Late,599.0,599,1,1,process
136,538682059473,2024-09-11,Won,Renewed,2024-10-03,2024-10-01,BACS,25.5,In Progress,Anchored,1,1,10,4+,Band F1,2024-10-01 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,1849.0,1849,1,0,process
137,538682113807,2024-09-11,Won,Renewed,2024-10-25,2024-10-01,BACS,26.5,In Progress,Anchored,10+,67,19,4+,Band G,2024-09-18 00:00:00.000,-37.0,1-2 Months Prior to Renewal,Paid Early,2409.0,2409,0,0,process
138,538682175739,2024-09-11,Won,Renewed,2024-10-01,2024-10-01,BACS,28.0,Accredited,Anchored,10+,15,17,4+,Band E,2024-10-07 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,1106.2,1349,0,0,process
139,538682179204,2024-09-11,Won,Renewed,2024-10-01,2024-10-01,BACS,28.0,Accredited,Anchored,10+,15,17,4+,Band E,2024-10-07 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,1106.2,1349,0,0,process
140,538682180303,2024-09-11,Won,Application and Money In,2024-10-08,2024-10-01,CARD,24.5,Member Only,Anchored,3,3,4,4+,Band C1,2025-01-10 12:20:00.000,94.0,2-3 Months After Renewal,Paid Late,467.0,799,1,1,process
141,538682192870,2024-09-11,Won,Renewed,2024-10-14,2024-10-01,BACS,28.0,Accredited,Anchored,10+,12,15,4+,Band F2,2024-10-03 00:00:00.000,-11.0,Within 13 Days Prior to Renewal,Paid Early,2139.0,2139,0,0,process
142,538682202734,2024-09-11,Won,Renewed,2024-10-01,2024-10-01,BACS,28.0,Accredited,Anchored,10+,12,9,4+,Band F1,2024-09-17 00:00:00.000,-14.0,Within 1 Month Prior to Renewal,Paid Early,1849.0,1849,0,0,process
143,538682214424,2024-09-11,Won,Renewed,2024-10-07,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band C1,2024-10-18 14:27:08.050,11.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
144,538682424483,2024-09-12,Lost,Not Value for Money,2024-10-09,2024-10-01,,23.0,Member Only,Independent,Independent,0,12,4+,Band B,,,,,,599,1,0,process
145,538682426527,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,BACS,23.0,In Progress,Anchored,1,1,1,1,Band D,2024-10-07 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,1,1,process
146,538682426593,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,CARD,26.5,In Progress,Anchored,4-9,4,7,4+,Band C2,2024-10-10 16:25:43.303,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
147,538682426769,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,CARD,26.5,In Progress,Anchored,4-9,4,7,4+,Band C2,2024-10-10 16:25:43.303,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
148,538682428248,2024-09-12,Won,Renewed,2024-10-27,2024-10-01,BACS,22.0,Member Only,Anchored,2,2,1,1,Band C1,2024-10-15 00:00:00.000,-12.0,Within 13 Days Prior to Renewal,Paid Early,919.0,919,0,0,process
149,538682445857,2024-09-12,Lost,Do Not Work for Client,2024-10-27,2024-10-01,,21.5,Member Only,Anchored,1,1,1,1,Band B,,,,,,684,0,0,process
150,538682528101,2024-09-12,Won,Renewed,2024-10-27,2024-10-01,CARD,21.5,Member Only,Anchored,1,1,1,1,Band B,2024-11-18 10:17:35.793,22.0,Within 1 Month After Renewal,Paid Late,522.5,704,0,1,process
151,538682541177,2024-09-12,Won,Renewed,2024-10-24,2024-10-01,BACS,22.0,Member Only,Independent,Independent,0,2,2,Band F1,2024-11-01 00:00:00.000,8.0,Within 13 Days After Renewal,Paid Late,2039.0,2039,0,0,process
152,538682631670,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,24.5,Accredited,Anchored,1,1,1,1,Band C1,2024-10-09 04:01:13.310,0.0,On Renewal Date,Paid on Time,919.0,919,1,1,process
153,538682631836,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,CARD,25.0,Accredited,Anchored,2,2,1,1,Band D,2024-10-15 10:20:28.437,6.0,Within 13 Days After Renewal,Paid Late,1074.2,1309,1,1,process
154,538682663354,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,22.5,Member Only,Independent,Independent,0,6,4+,Band B,2024-11-27 14:41:08.747,49.0,1-2 Months After Renewal,Paid Late,579.0,599,1,1,process
155,538682666791,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,22.5,Member Only,Independent,Independent,0,6,4+,Band B,2024-11-27 14:41:08.747,49.0,1-2 Months After Renewal,Paid Late,579.0,599,1,1,process
156,538682769285,2024-09-12,Won,Renewed,2024-10-01,2024-10-01,BACS,26.5,Accredited,Anchored,1,1,6,4+,Band C2,2024-10-08 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,0,process
157,538682774412,2024-09-12,Won,Renewed,2024-10-05,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-11 11:31:09.853,6.0,Within 13 Days After Renewal,Paid Late,599.0,704,1,1,process
158,538682779777,2024-09-12,Won,Renewed,2024-10-06,2024-10-01,WORLD PAY,26.0,Accredited,Anchored,1,1,2,2,Band B,2024-10-06 04:01:21.873,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
159,538682784413,2024-09-12,Lost,Do Not Work for Client,2024-10-08,2024-10-01,,25.0,In Progress,Anchored,2,2,3,3,Band A,,,,,,399,1,0,process
160,538682790016,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,25.5,Accredited,Independent,Independent,0,3,3,Band D,2024-10-09 04:01:09.617,0.0,On Renewal Date,Paid on Time,1309.0,1309,1,1,process
161,538682797586,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,22.5,Member Only,Independent,Independent,0,5,4+,Band B,2024-10-09 04:01:05.837,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
162,538682801553,2024-09-12,Lost,Do Not Work for Client,2024-10-09,2024-10-01,,23.5,Accredited,Independent,Independent,0,1,1,Band B,,,,,,704,1,0,process
163,538682823975,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,23.0,Member Only,Independent,Independent,0,7,4+,Band C1,2024-10-09 04:01:01.837,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
164,538682837094,2024-09-12,Won,Renewed,2024-10-11,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,8,4+,Band D,2024-09-20 00:00:00.000,-21.0,Within 1 Month Prior to Renewal,Paid Early,1159.0,1159,0,0,process
165,538682897152,2024-09-12,Won,Renewed,2024-10-02,2024-10-01,CARD,24.5,Member Only,Anchored,4-9,4,5,4+,Band D,2024-10-02 04:00:53.337,0.0,On Renewal Date,Paid on Time,1050.2,1279,1,1,process
166,538682899287,2024-09-12,Won,Renewed,2024-10-05,2024-10-01,WORLD PAY,24.5,Accredited,Anchored,1,1,1,1,Band C2,2024-10-05 04:01:33.073,0.0,On Renewal Date,Paid on Time,1099.0,1099,1,1,process
167,538682944846,2024-09-12,Won,Renewed,2024-10-11,2024-10-01,CARD,28.0,Accredited,Anchored,10+,10,14,4+,Band C2,2024-10-11 13:23:25.533,0.0,On Renewal Date,Paid on Time,949.0,949,0,1,process
168,538682955551,2024-09-12,Won,Renewed,2024-10-18,2024-10-01,BACS,24.5,Accredited,Anchored,1,1,1,1,Band I,2024-11-07 00:00:00.000,20.0,Within 1 Month After Renewal,Paid Late,3129.0,3129,0,0,process
169,538682959058,2024-09-12,Won,Renewed,2024-10-04,2024-10-01,WORLD PAY,24.5,In Progress,Independent,Independent,0,9,4+,Band B,2024-10-04 04:00:26.330,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
170,538682976776,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,24.5,Accredited,Anchored,1,1,1,1,Band E,2024-10-09 04:01:12.563,0.0,On Renewal Date,Paid on Time,1349.0,1349,1,1,process
171,538682982418,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band F1,2024-10-21 15:32:32.757,12.0,Within 13 Days After Renewal,Paid Late,2039.0,2039,1,1,process
172,538683043813,2024-09-12,Won,Renewed,2024-10-25,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,12,4+,Band B,2024-10-23 13:59:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,0,0,process
173,538683046981,2024-09-12,Won,Renewed,2024-10-11,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4,20,4+,Band E,2024-09-13 14:41:00.000,-28.0,Within 1 Month Prior to Renewal,Paid Early,1349.0,1349,0,0,process
174,538683049495,2024-09-12,Won,Renewed,2024-10-13,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,8,16,4+,Band G,2024-10-07 00:00:00.000,-6.0,Within 13 Days Prior to Renewal,Paid Early,2249.0,2249,0,0,process
175,538683049636,2024-09-12,Lost,Do Not Work for Client,2024-10-08,2024-10-01,,25.0,In Progress,Anchored,1,1,4,4+,Band B,,,,,,599,1,0,process
176,538683051150,2024-09-12,Won,Renewed,2024-10-13,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,8,16,4+,Band G,2024-10-07 00:00:00.000,-6.0,Within 13 Days Prior to Renewal,Paid Early,2249.0,2249,0,0,process
177,538683057262,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,25.5,Accredited,Anchored,4-9,4,1,1,Band C1,2024-10-09 04:01:15.593,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
178,538683067675,2024-09-12,Won,Application and Money In,2024-10-25,2024-10-01,BACS,25.5,Accredited,Anchored,10+,10,1,1,Band H,2024-11-25 00:00:00.000,31.0,1-2 Months After Renewal,Paid Late,2679.0,2679,0,0,process
179,538683082947,2024-09-12,Won,Renewed,2024-10-09,2024-10-01,WORLD PAY,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-09 04:01:11.097,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
180,539720054096,2024-10-01,Won,Renewed,2024-10-20,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,8,4+,Band D,2024-10-20 04:01:35.637,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
181,539720058110,2024-10-01,Won,Renewed,2024-10-22,2024-10-01,CARD,25.0,Member Only,Anchored,3,3,17,4+,Band D,2024-10-22 04:00:41.147,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
182,539720063721,2024-10-01,Won,Renewed,2024-10-23,2024-10-01,CARD,26.5,In Progress,Anchored,4-9,4,12,4+,Band F1,2024-10-23 04:00:34.200,0.0,On Renewal Date,Paid on Time,2009.0,2009,1,1,process
183,539720076433,2024-10-01,Won,Renewed,2024-10-24,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,7,5,4+,Band C1,2024-10-24 04:00:47.987,0.0,On Renewal Date,Paid on Time,666.2,799,1,1,process
184,539720111459,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,CARD,25.5,Accredited,Anchored,3,3,124,,Band D,2024-10-01 09:34:36.803,0.0,On Renewal Date,Paid on Time,1159.0,1159,1,1,process
185,539720119668,2024-10-01,Lost,No Longer Trading,2024-10-01,2024-10-01,,23.5,Member Only,Anchored,1,1,6,4+,Band A,,,,,,399,1,0,process
186,539720121953,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7,16,4+,Band D,2024-10-01 00:00:00.000,0.0,On Renewal Date,Paid on Time,954.2,1159,0,0,process
187,539720125887,2024-10-01,Won,Renewed,2024-10-14,2024-10-01,BACS,28.0,Accredited,Anchored,10+,13,20,4+,Band F2,2024-10-04 00:00:00.000,-10.0,Within 13 Days Prior to Renewal,Paid Early,2139.0,2139,0,0,process
188,539720130908,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,124,,Band F2,2024-10-01 09:31:35.530,0.0,On Renewal Date,Paid on Time,2139.0,2139,1,1,process
189,539720165554,2024-10-01,Won,Renewed,2024-10-16,2024-10-01,BACS,23.0,Member Only,Independent,Independent,0,15,4+,Band C2,2024-10-18 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,0,process
190,539720167243,2024-10-01,Won,Renewed,2024-10-28,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,5,16,4+,Band C2,2024-10-28 04:00:39.637,0.0,On Renewal Date,Paid on Time,1069.0,1069,1,1,process
191,539720176940,2024-10-01,Lost,Do Not Work for Client,2024-10-01,2024-10-01,,26.0,Accredited,Independent,Independent,0,12,4+,Band B,,,,,,704,0,0,process
192,539720189833,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7,12,4+,Band E,2024-10-03 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,1349.0,1349,0,0,process
193,539720192201,2024-10-01,Won,Renewed,2024-10-14,2024-10-01,WORLD PAY,25.0,Accredited,Independent,Independent,0,2,2,Band B,2024-10-07 14:36:18.460,-7.0,Within 13 Days Prior to Renewal,Paid Early,684.0,684,0,1,process
194,539720192849,2024-10-01,Won,Renewed,2024-10-25,2024-10-01,BACS,25.0,Accredited,Independent,Independent,0,2,2,Band B,2024-10-14 00:00:00.000,-11.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,0,0,process
195,539720195389,2024-10-01,Won,Application and Money In,2024-10-13,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,3,3,Band C1,2024-10-10 00:00:00.000,-3.0,Within 13 Days Prior to Renewal,Paid Early,949.0,949,0,0,process
196,539720200241,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,BACS,25.0,Accredited,Anchored,2,2,124,,Band D,2024-10-07 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,1309.0,1309,0,0,process
197,539720204181,2024-10-01,Lost,Insufficient Contract Value,2024-10-14,2024-10-01,,22.0,Member Only,Independent,Independent,0,2,2,Band B,,,,,,599,0,0,process
198,539720209186,2024-10-01,Lost,Competitor Accreditation,2024-10-01,2024-10-01,,27.5,Accredited,Anchored,3,3,6,4+,Band E,,,,,,1349,0,0,process
199,539720211156,2024-10-01,Won,Renewed,2024-10-23,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-23 04:00:46.163,0.0,On Renewal Date,Paid on Time,599.0,704,1,1,process
200,539720216191,2024-10-01,Won,Renewed,2024-10-23,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band C1,2024-10-23 04:00:47.163,0.0,On Renewal Date,Paid on Time,919.0,919,1,1,process
201,539720216426,2024-10-01,Won,Anchor client close down,2024-10-14,2024-10-01,BACS,24.5,Member Only,Anchored,3,3,5,4+,Band C1,2024-10-18 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,799.0,799,0,0,process
202,539720220267,2024-10-01,Lost,Competitor Accreditation,2024-10-12,2024-10-01,,25.5,Accredited,Independent,Independent,0,4,4+,Band C1,,,,,,799,0,0,process
203,539720221289,2024-10-01,Won,Renewed,2024-10-24,2024-10-01,CARD,24.0,Member Only,Anchored,2,2,6,4+,Band B,2024-10-24 10:09:00.000,0.0,On Renewal Date,Paid on Time,704.0,704,1,1,process
204,539720234704,2024-10-01,Won,Renewed,2024-10-14,2024-10-01,BACS,25.0,In Progress,Anchored,1,1,4,4+,Band E,2024-10-15 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,1226.2,1499,0,0,process
205,539720239039,2024-10-01,Won,Renewed,2024-10-27,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,5,9,4+,Band D,2024-10-27 04:01:10.357,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
206,539720250036,2024-10-01,Won,Renewed,2024-10-13,2024-10-01,BACS,27.5,Accredited,Anchored,3,3,4,4+,Band E,2024-10-03 00:00:00.000,-10.0,Within 13 Days Prior to Renewal,Paid Early,1202.2,1469,0,0,process
207,539720250284,2024-10-01,Won,Renewed,2024-10-14,2024-10-01,CARD,24.5,In Progress,Independent,Independent,0,9,4+,Band C1,2024-10-14 11:46:45.070,0.0,On Renewal Date,Paid on Time,949.0,904,0,1,process
208,539720250529,2024-10-01,Won,Renewed,2024-10-14,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,3,3,Band C2,2024-10-16 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,1069.0,1069,0,0,process
209,539720264981,2024-10-01,Lost,Cannot Pass Audit,2024-10-12,2024-10-01,,21.5,Member Only,Anchored,1,1,1,1,Band C1,,,,,,919,0,0,process
210,539720266820,2024-10-01,Won,Renewed,2024-10-13,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,8,16,4+,Band G,2024-10-07 00:00:00.000,-6.0,Within 13 Days Prior to Renewal,Paid Early,2249.0,2249,0,0,process
211,539720276015,2024-10-01,Won,Renewed,2024-10-25,2024-10-01,CARD,26.0,In Progress,Anchored,2,2,9,4+,Band B,2024-10-25 04:00:32.473,0.0,On Renewal Date,Paid on Time,599.0,599,1,1,process
212,539720280492,2024-10-01,Won,Renewed,2024-10-09,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,15,4+,Band D,2024-10-31 12:32:15.027,22.0,Within 1 Month After Renewal,Paid Late,1005.4,1159,0,1,process
213,539720281689,2024-10-01,Won,Renewed,2024-10-28,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,6,10,4+,Band D,2024-10-07 00:00:00.000,-21.0,Within 1 Month Prior to Renewal,Paid Early,1159.0,1159,1,1,process
214,539720285757,2024-10-01,Won,Renewed,2024-10-14,2024-10-01,BACS,26.5,Accredited,Anchored,2,2,3,3,Band C1,2024-10-28 00:00:00.000,14.0,Within 1 Month After Renewal,Paid Late,762.2,919,0,0,process
215,539720286917,2024-10-01,Won,Renewed,2024-10-25,2024-10-01,CARD,26.0,Accredited,Anchored,1,1,2,2,Band D,2024-12-11 09:18:00.103,47.0,1-2 Months After Renewal,Paid Late,749.4,1159,1,1,process
216,539720298601,2024-10-01,Won,Renewed,2024-10-25,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band D,2024-10-25 04:00:51.973,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
217,539720301961,2024-10-01,Won,Renewed,2024-10-09,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,8,9,4+,Band D,2024-09-30 00:00:00.000,-9.0,Within 13 Days Prior to Renewal,Paid Early,1309.0,1309,0,0,process
218,539720304316,2024-10-01,Won,Renewed,2024-10-25,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band C1,2024-10-25 04:00:48.847,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
219,539720314637,2024-10-01,Won,Renewed,2024-10-26,2024-10-01,CARD,25.0,Accredited,Anchored,2,2,1,1,Band C1,2024-10-26 04:00:26.767,0.0,On Renewal Date,Paid on Time,919.0,919,1,1,process
220,539720320706,2024-10-01,Won,Renewed,2024-10-26,2024-10-01,BACS,26.0,Accredited,Independent,Independent,0,9,4+,Band C2,2024-10-28 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
221,539720321774,2024-10-01,Won,Renewed,2024-10-22,2024-10-01,CARD,28.0,Accredited,Anchored,10+,56,22,4+,Band J,2024-10-21 15:50:25.433,-1.0,Within 13 Days Prior to Renewal,Paid Early,2801.2,3439,1,1,process
222,539720322963,2024-10-01,Lost,Not Value for Money,2024-10-01,2024-10-01,,24.0,Member Only,Anchored,1,1,11,4+,Band C1,,,,,,799,0,0,process
223,539720323684,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,7,21,4+,Band D,2024-10-01 11:42:12.497,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
224,539720328938,2024-10-01,Won,Renewed,2024-10-20,2024-10-01,BACS,25.0,Accredited,Independent,Independent,0,3,3,Band C1,2024-10-25 00:00:00.000,5.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,1,process
225,539720331198,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,7,21,4+,Band D,2024-10-01 11:42:12.497,0.0,On Renewal Date,Paid on Time,1279.0,1279,1,1,process
226,539720335696,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,WORLD PAY,24.0,Member Only,Anchored,1,1,11,4+,Band B,2024-11-29 14:23:47.087,59.0,1-2 Months After Renewal,Paid Late,449.0,599,0,1,process
227,539720337376,2024-10-01,Won,Renewed,2024-10-26,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,8,4+,Band C2,2024-10-01 11:47:00.000,-25.0,Within 1 Month Prior to Renewal,Paid Early,949.0,949,1,1,process
228,539720338600,2024-10-01,Won,Renewed,2024-10-14,2024-10-01,BACS,27.0,Accredited,Anchored,1,1,13,4+,Band F1,2024-10-07 00:00:00.000,-7.0,Within 13 Days Prior to Renewal,Paid Early,2009.0,1849,0,0,process
229,539720340181,2024-10-01,Won,Renewed,2024-10-27,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band C1,2024-10-27 04:01:22.593,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
230,539720346819,2024-10-01,Won,Renewed,2024-10-26,2024-10-01,CARD,26.5,Accredited,Anchored,2,2,2,2,Band C1,2024-10-26 04:00:36.390,0.0,On Renewal Date,Paid on Time,799.0,799,1,1,process
